timestamp,city,aqi,wind_speed,humidity,date,hour,month,weather
2025-01-20 22:53:00.802887+07:00,Hà Nội,237,13.7,47.0,2025-01-20,22,1,Night Clear Sky
2025-01-20 23:00:33.773883+07:00,Hà Nội,237,13.7,47.0,2025-01-20,23,1,Night Clear Sky
2025-01-20 23:03:37.661401+07:00,Hà Nội,237,13.7,47.0,2025-01-20,23,1,Night Clear Sky
2025-01-20 23:11:20.857578+07:00,Hà Nội,235,11.6,49.0,2025-01-20,23,1,Night Clear Sky
2025-01-21 03:03:26.115976+07:00,Hà Nội,256,9.2,55.0,2025-01-21,3,1,Night Clear Sky
2025-01-21 07:11:28.067557+07:00,Hà Nội,263,6.8,66.0,2025-01-21,7,1,Clear Sky
2025-01-21 11:03:42.549216+07:00,Hà Nội,231,10.3,41.0,2025-01-21,11,1,Clear Sky
2025-01-21 14:02:00.876386+07:00,Hà Nội,163,11.3,29.0,2025-01-21,14,1,Clear Sky
2025-01-21 15:01:51.816029+07:00,Hà Nội,158,12.1,28.0,2025-01-21,15,1,Clear Sky
2025-01-21 16:02:03.699974+07:00,Hà Nội,156,14.0,28.0,2025-01-21,16,1,Clear Sky
2025-01-21 17:01:50.023790+07:00,Hà Nội,153,17.2,29.0,2025-01-21,17,1,Clear Sky
2025-01-21 18:01:47.836746+07:00,Hà Nội,153,20.8,33.0,2025-01-21,18,1,Clear Sky
2025-01-21 19:02:15.131836+07:00,Hà Nội,155,23.7,41.0,2025-01-21,19,1,Night Clear Sky
2025-01-21 19:52:28.346453+07:00,Hà Nội,167,21.4,46.0,2025-01-21,19,1,Night Clear Sky
2025-01-21 20:05:27.721865+07:00,Hà Nội,167,18.2,54.0,2025-01-21,20,1,Night Few Clouds
2025-01-21 21:01:59.077873+07:00,Hà Nội,186,18.2,54.0,2025-01-21,21,1,Night Few Clouds
2025-01-21 22:02:00.659032+07:00,Hà Nội,189,15.3,62.0,2025-01-21,22,1,Scattered Clouds
2025-01-21 23:02:00.750603+07:00,Hà Nội,181,12.6,69.0,2025-01-21,23,1,Scattered Clouds
2025-01-22 00:02:00.519044+07:00,Hà Nội,174,10.3,73.0,2025-01-22,0,1,Scattered Clouds
2025-01-22 01:02:00.640241+07:00,Hà Nội,171,9.7,77.0,2025-01-22,1,1,Scattered Clouds
2025-01-22 02:01:50.207236+07:00,Hà Nội,174,8.4,80.0,2025-01-22,2,1,Scattered Clouds
2025-01-22 03:01:49.495423+07:00,Hà Nội,173,7.6,84.0,2025-01-22,3,1,Night Clear Sky
2025-01-22 04:01:53.624724+07:00,Hà Nội,169,7.4,86.0,2025-01-22,4,1,Night Clear Sky
2025-01-22 05:01:43.764278+07:00,Hà Nội,171,7.7,87.0,2025-01-22,5,1,Night Clear Sky
2025-01-22 06:01:41.191794+07:00,Hà Nội,183,7.7,86.0,2025-01-22,6,1,Night Clear Sky
2025-01-22 07:04:27.612424+07:00,Hà Nội,174,6.1,80.0,2025-01-22,7,1,New Clouds
2025-01-22 11:01:51.501600+07:00,Hà Nội,193,6.4,58.0,2025-01-22,11,1,Scattered Clouds
2025-01-22 12:01:53.881847+07:00,Hà Nội,181,5.6,56.0,2025-01-22,12,1,Scattered Clouds
2025-01-22 13:02:08.484989+07:00,Hà Nội,188,7.9,52.0,2025-01-22,13,1,Scattered Clouds
2025-01-22 14:01:55.067097+07:00,Hà Nội,197,9.2,52.0,2025-01-22,14,1,Scattered Clouds
2025-01-22 15:02:03.777692+07:00,Hà Nội,220,8.9,51.0,2025-01-22,15,1,Scattered Clouds
2025-01-22 16:01:49.175167+07:00,Hà Nội,203,11.1,49.0,2025-01-22,16,1,Scattered Clouds
2025-01-22 17:01:47.777398+07:00,Hà Nội,184,11.7,50.0,2025-01-22,17,1,Scattered Clouds
2025-01-22 18:01:35.297766+07:00,Hà Nội,182,13.8,52.0,2025-01-22,18,1,Scattered Clouds
2025-01-22 19:02:07.049133+07:00,Hà Nội,186,13.4,56.0,2025-01-22,19,1,Scattered Clouds
2025-01-22 20:05:35.792610+07:00,Hà Nội,176,11.4,66.0,2025-01-22,20,1,Night Clear Sky
2025-01-22 21:01:51.095823+07:00,Hà Nội,174,11.4,66.0,2025-01-22,21,1,Night Clear Sky
2025-01-22 22:01:46.993749+07:00,Hà Nội,175,11.6,70.0,2025-01-22,22,1,Night Few Clouds
2025-01-22 23:01:52.657018+07:00,Hà Nội,161,11.3,76.0,2025-01-22,23,1,Night Few Clouds
2025-01-23 00:02:14.806334+07:00,Hà Nội,159,10.5,80.0,2025-01-23,0,1,Scattered Clouds
2025-01-23 01:01:55.105732+07:00,Hà Nội,157,9.7,83.0,2025-01-23,1,1,Scattered Clouds
2025-01-23 02:01:50.931771+07:00,Hà Nội,154,9.0,85.0,2025-01-23,2,1,Scattered Clouds
2025-01-23 03:01:58.220340+07:00,Hà Nội,152,8.9,88.0,2025-01-23,3,1,Scattered Clouds
2025-01-23 04:01:44.519889+07:00,Hà Nội,153,8.7,88.0,2025-01-23,4,1,Scattered Clouds
2025-01-23 05:01:54.444121+07:00,Hà Nội,155,8.5,89.0,2025-01-23,5,1,Scattered Clouds
2025-01-23 06:01:50.961419+07:00,Hà Nội,152,9.0,90.0,2025-01-23,6,1,Scattered Clouds
2025-01-23 07:04:28.921656+07:00,Hà Nội,151,8.4,91.0,2025-01-23,7,1,Scattered Clouds
2025-01-23 08:28:21.301951+07:00,Hà Nội,155,9.7,85.0,2025-01-23,8,1,Scattered Clouds
2025-01-23 10:02:31.819507+07:00,Hà Nội,158,8.9,81.0,2025-01-23,10,1,Scattered Clouds
2025-01-23 11:01:47.220242+07:00,Hà Nội,163,8.2,76.0,2025-01-23,11,1,Scattered Clouds
2025-01-23 12:01:44.165964+07:00,Hà Nội,166,7.7,71.0,2025-01-23,12,1,Scattered Clouds
2025-01-23 13:01:52.282443+07:00,Hà Nội,174,8.7,65.0,2025-01-23,13,1,Scattered Clouds
2025-01-23 14:01:48.947306+07:00,Hà Nội,177,9.8,60.0,2025-01-23,14,1,Scattered Clouds
2025-01-23 15:01:45.193759+07:00,Hà Nội,174,13.2,54.0,2025-01-23,15,1,Scattered Clouds
2025-01-23 16:01:48.162150+07:00,Hà Nội,170,13.4,49.0,2025-01-23,16,1,Scattered Clouds
2025-01-23 17:02:02.666997+07:00,Hà Nội,169,14.5,49.0,2025-01-23,17,1,Scattered Clouds
2025-01-23 18:01:26.553520+07:00,Hà Nội,167,14.0,50.0,2025-01-23,18,1,Scattered Clouds
2025-01-23 19:01:59.572125+07:00,Hà Nội,167,12.1,55.0,2025-01-23,19,1,Scattered Clouds
2025-01-23 20:05:19.815152+07:00,Hà Nội,173,16.6,71.0,2025-01-23,20,1,Scattered Clouds
2025-01-23 21:01:51.709693+07:00,Hà Nội,174,16.6,71.0,2025-01-23,21,1,Scattered Clouds
2025-01-23 22:01:53.853949+07:00,Hà Nội,175,13.8,77.0,2025-01-23,22,1,Scattered Clouds
2025-01-23 23:01:48.601653+07:00,Hà Nội,168,13.2,81.0,2025-01-23,23,1,Night Few Clouds
2025-01-24 00:02:08.153748+07:00,Hà Nội,158,11.9,84.0,2025-01-24,0,1,Night Few Clouds
2025-01-24 01:01:48.507218+07:00,Hà Nội,155,10.9,86.0,2025-01-24,1,1,Night Few Clouds
2025-01-24 02:01:43.480136+07:00,Hà Nội,156,10.6,89.0,2025-01-24,2,1,Night Few Clouds
2025-01-24 03:01:45.918467+07:00,Hà Nội,156,10.1,91.0,2025-01-24,3,1,Night Clear Sky
2025-01-24 04:01:43.918175+07:00,Hà Nội,151,11.1,91.0,2025-01-24,4,1,Night Clear Sky
2025-01-24 05:01:39.834356+07:00,Hà Nội,155,10.1,93.0,2025-01-24,5,1,Night Clear Sky
2025-01-24 06:01:42.704751+07:00,Hà Nội,152,9.2,94.0,2025-01-24,6,1,Night Clear Sky
2025-01-24 07:04:21.578128+07:00,Hà Nội,154,8.5,95.0,2025-01-24,7,1,Night Clear Sky
2025-01-24 08:28:21.660642+07:00,Hà Nội,169,8.5,88.0,2025-01-24,8,1,Scattered Clouds
2025-01-24 09:21:24.594033+07:00,Hà Nội,169,10.5,78.0,2025-01-24,9,1,Scattered Clouds
2025-01-24 10:02:40.441620+07:00,Hà Nội,168,10.5,78.0,2025-01-24,10,1,Scattered Clouds
2025-01-24 11:01:42.773438+07:00,Hà Nội,163,12.9,69.0,2025-01-24,11,1,Scattered Clouds
2025-01-24 12:01:34.289909+07:00,Hà Nội,166,13.0,60.0,2025-01-24,12,1,Scattered Clouds
2025-01-24 13:01:53.362902+07:00,Hà Nội,170,11.7,57.0,2025-01-24,13,1,Scattered Clouds
2025-01-24 14:01:49.898966+07:00,Hà Nội,174,11.1,52.0,2025-01-24,14,1,Scattered Clouds
2025-01-24 15:01:54.252488+07:00,Hà Nội,171,10.9,48.0,2025-01-24,15,1,Scattered Clouds
2025-01-24 16:01:48.451779+07:00,Hà Nội,158,13.0,41.0,2025-01-24,16,1,Scattered Clouds
2025-01-24 17:01:45.368118+07:00,Hà Nội,153,20.6,43.0,2025-01-24,17,1,Scattered Clouds
2025-01-24 18:01:47.122280+07:00,Hà Nội,151,22.7,50.0,2025-01-24,18,1,New Clouds
2025-01-24 19:02:04.608004+07:00,Hà Nội,151,21.4,59.0,2025-01-24,19,1,Night Few Clouds
2025-01-24 20:04:49.203525+07:00,Hà Nội,158,18.7,72.0,2025-01-24,20,1,Night Clear Sky
2025-01-24 21:01:48.210465+07:00,Hà Nội,159,18.7,72.0,2025-01-24,21,1,Night Clear Sky
2025-01-24 22:01:51.403097+07:00,Hà Nội,160,16.3,78.0,2025-01-24,22,1,Night Clear Sky
2025-01-24 23:01:48.607675+07:00,Hà Nội,158,15.3,82.0,2025-01-24,23,1,Night Clear Sky
2025-01-25 00:01:38.268676+07:00,Hà Nội,155,13.4,86.0,2025-01-25,0,1,Night Clear Sky
2025-01-25 01:01:52.303892+07:00,Hà Nội,154,11.4,90.0,2025-01-25,1,1,Night Clear Sky
2025-01-25 02:01:45.867916+07:00,Hà Nội,149,10.0,93.0,2025-01-25,2,1,Night Clear Sky
2025-01-25 03:01:46.382176+07:00,Hà Nội,149,7.9,95.0,2025-01-25,3,1,Night Few Clouds
2025-01-25 04:01:41.312563+07:00,Hà Nội,140,6.8,95.0,2025-01-25,4,1,Night Few Clouds
2025-01-25 05:01:48.607266+07:00,Hà Nội,149,4.8,96.0,2025-01-25,5,1,Night Few Clouds
2025-01-25 06:01:42.440921+07:00,Hà Nội,154,4.5,95.0,2025-01-25,6,1,Scattered Clouds
2025-01-25 07:04:25.262282+07:00,Hà Nội,157,4.2,92.0,2025-01-25,7,1,Scattered Clouds
2025-01-25 08:28:09.181881+07:00,Hà Nội,152,4.5,90.0,2025-01-25,8,1,Scattered Clouds
2025-01-25 09:17:36.969713+07:00,Hà Nội,139,7.2,87.0,2025-01-25,9,1,Scattered Clouds
2025-01-25 10:01:33.360896+07:00,Hà Nội,147,7.2,87.0,2025-01-25,10,1,Scattered Clouds
2025-01-25 11:01:47.954455+07:00,Hà Nội,129,7.9,85.0,2025-01-25,11,1,Scattered Clouds
2025-01-25 12:01:37.460753+07:00,Hà Nội,116,8.2,83.0,2025-01-25,12,1,Scattered Clouds
2025-01-25 13:01:54.740437+07:00,Hà Nội,116,8.4,82.0,2025-01-25,13,1,Scattered Clouds
2025-01-25 14:01:47.601169+07:00,Hà Nội,138,8.0,80.0,2025-01-25,14,1,Scattered Clouds
2025-01-25 15:01:51.558473+07:00,Hà Nội,138,6.9,79.0,2025-01-25,15,1,Scattered Clouds
2025-01-25 16:01:48.618334+07:00,Hà Nội,111,6.4,79.0,2025-01-25,16,1,Scattered Clouds
2025-01-25 17:01:27.349358+07:00,Hà Nội,102,7.6,79.0,2025-01-25,17,1,Scattered Clouds
2025-01-25 18:01:41.305397+07:00,Hà Nội,106,7.9,79.0,2025-01-25,18,1,Scattered Clouds
2025-01-25 19:01:45.236340+07:00,Hà Nội,116,6.8,79.0,2025-01-25,19,1,Scattered Clouds
2025-01-25 20:03:24.569003+07:00,Hà Nội,118,6.4,80.0,2025-01-25,20,1,Scattered Clouds
2025-01-25 21:01:32.341301+07:00,Hà Nội,132,6.1,81.0,2025-01-25,21,1,Scattered Clouds
2025-01-25 22:01:33.596886+07:00,Hà Nội,127,6.0,82.0,2025-01-25,22,1,Scattered Clouds
2025-01-25 23:01:35.393470+07:00,Hà Nội,137,5.6,85.0,2025-01-25,23,1,Night Rain
2025-01-26 00:01:25.119295+07:00,Hà Nội,149,5.3,87.0,2025-01-26,0,1,Scattered Clouds
2025-01-26 01:01:35.316535+07:00,Hà Nội,153,3.2,87.0,2025-01-26,1,1,Scattered Clouds
2025-01-26 02:01:25.776897+07:00,Hà Nội,156,2.9,87.0,2025-01-26,2,1,Scattered Clouds
2025-01-26 03:01:30.507199+07:00,Hà Nội,158,23.7,84.0,2025-01-26,3,1,Scattered Clouds
2025-01-26 04:01:23.322639+07:00,Hà Nội,158,28.0,61.0,2025-01-26,4,1,Scattered Clouds
2025-01-26 05:01:48.193274+07:00,Hà Nội,99,30.9,62.0,2025-01-26,5,1,Scattered Clouds
2025-01-26 06:01:33.841119+07:00,Hà Nội,76,28.3,64.0,2025-01-26,6,1,Scattered Clouds
2025-01-26 07:04:26.777134+07:00,Hà Nội,65,27.0,60.0,2025-01-26,7,1,Scattered Clouds
2025-01-26 08:28:42.298923+07:00,Hà Nội,58,28.6,59.0,2025-01-26,8,1,Scattered Clouds
2025-01-26 09:23:03.990208+07:00,Hà Nội,58,28.0,61.0,2025-01-26,9,1,Scattered Clouds
2025-01-26 10:03:15.955303+07:00,Hà Nội,60,28.0,61.0,2025-01-26,10,1,Scattered Clouds
2025-01-26 11:01:44.566528+07:00,Hà Nội,53,25.6,67.0,2025-01-26,11,1,Scattered Clouds
2025-01-26 12:01:36.646481+07:00,Hà Nội,60,28.3,51.0,2025-01-26,12,1,Scattered Clouds
2025-01-26 13:01:39.274734+07:00,Hà Nội,64,29.8,49.0,2025-01-26,13,1,Scattered Clouds
2025-01-26 14:01:34.405407+07:00,Hà Nội,59,29.9,46.0,2025-01-26,14,1,Scattered Clouds
2025-01-26 15:01:37.535424+07:00,Hà Nội,60,31.1,53.0,2025-01-26,15,1,Scattered Clouds
2025-01-26 16:01:35.990903+07:00,Hà Nội,58,29.8,53.0,2025-01-26,16,1,Scattered Clouds
2025-01-26 17:01:44.943089+07:00,Hà Nội,56,28.8,50.0,2025-01-26,17,1,Scattered Clouds
2025-01-26 18:01:32.135881+07:00,Hà Nội,58,28.3,52.0,2025-01-26,18,1,Scattered Clouds
2025-01-26 19:01:50.916830+07:00,Hà Nội,62,22.5,50.0,2025-01-26,19,1,Scattered Clouds
2025-01-26 20:03:14.701066+07:00,Hà Nội,66,20.4,48.0,2025-01-26,20,1,Scattered Clouds
2025-01-26 21:01:31.152539+07:00,Hà Nội,66,17.9,52.0,2025-01-26,21,1,Scattered Clouds
2025-01-26 22:01:36.087856+07:00,Hà Nội,64,16.6,56.0,2025-01-26,22,1,Scattered Clouds
2025-01-26 23:01:42.088649+07:00,Hà Nội,64,15.4,58.0,2025-01-26,23,1,Scattered Clouds
2025-01-27 00:01:46.704651+07:00,Hà Nội,66,16.6,56.0,2025-01-27,0,1,Scattered Clouds
2025-01-27 01:01:54.174292+07:00,Hà Nội,66,16.3,56.0,2025-01-27,1,1,Scattered Clouds
2025-01-27 02:01:43.233170+07:00,Hà Nội,66,17.5,58.0,2025-01-27,2,1,Scattered Clouds
2025-01-27 03:01:36.549913+07:00,Hà Nội,64,14.6,59.0,2025-01-27,3,1,Scattered Clouds
2025-01-27 04:01:36.372733+07:00,Hà Nội,66,11.4,58.0,2025-01-27,4,1,Scattered Clouds
2025-01-27 05:01:29.993230+07:00,Hà Nội,66,14.0,58.0,2025-01-27,5,1,Scattered Clouds
2025-01-27 06:01:33.070759+07:00,Hà Nội,69,13.7,58.0,2025-01-27,6,1,Scattered Clouds
2025-01-27 07:04:23.581627+07:00,Hà Nội,75,13.4,58.0,2025-01-27,7,1,Scattered Clouds
2025-01-27 08:28:37.165641+07:00,Hà Nội,82,12.2,57.0,2025-01-27,8,1,Scattered Clouds
2025-01-27 09:22:43.214715+07:00,Hà Nội,92,12.1,53.0,2025-01-27,9,1,Scattered Clouds
2025-01-27 10:03:17.967495+07:00,Hà Nội,92,12.1,53.0,2025-01-27,10,1,Scattered Clouds
2025-01-27 11:01:52.764449+07:00,Hà Nội,73,10.8,45.0,2025-01-27,11,1,Scattered Clouds
2025-01-27 12:01:49.639439+07:00,Hà Nội,71,11.1,36.0,2025-01-27,12,1,Scattered Clouds
2025-01-27 13:01:50.065072+07:00,Hà Nội,75,10.0,30.0,2025-01-27,13,1,Scattered Clouds
2025-01-27 14:01:39.474472+07:00,Hà Nội,82,8.9,27.0,2025-01-27,14,1,Scattered Clouds
2025-01-27 15:01:54.465627+07:00,Hà Nội,82,9.0,24.0,2025-01-27,15,1,Scattered Clouds
2025-01-27 16:01:44.059878+07:00,Hà Nội,84,8.7,23.0,2025-01-27,16,1,Scattered Clouds
2025-01-27 17:01:50.187603+07:00,Hà Nội,83,6.1,22.0,2025-01-27,17,1,Scattered Clouds
2025-01-27 18:01:35.906378+07:00,Hà Nội,88,3.9,22.0,2025-01-27,18,1,Scattered Clouds
2025-01-27 19:02:07.116045+07:00,Hà Nội,104,4.5,26.0,2025-01-27,19,1,Scattered Clouds
2025-01-27 20:05:13.518604+07:00,Hà Nội,127,8.5,29.0,2025-01-27,20,1,Night Clear Sky
2025-01-27 21:02:03.942590+07:00,Hà Nội,147,8.5,29.0,2025-01-27,21,1,Night Clear Sky
2025-01-27 22:01:53.780534+07:00,Hà Nội,165,13.7,36.0,2025-01-27,22,1,Scattered Clouds
2025-01-27 23:01:46.540803+07:00,Hà Nội,172,11.7,42.0,2025-01-27,23,1,Scattered Clouds
2025-01-28 00:01:53.979088+07:00,Hà Nội,197,9.5,44.0,2025-01-28,0,1,Scattered Clouds
2025-01-28 01:01:53.523670+07:00,Hà Nội,177,8.7,45.0,2025-01-28,1,1,Scattered Clouds
2025-01-28 02:01:37.769308+07:00,Hà Nội,156,6.6,45.0,2025-01-28,2,1,Scattered Clouds
2025-01-28 03:01:52.287471+07:00,Hà Nội,159,6.1,45.0,2025-01-28,3,1,Scattered Clouds
2025-01-28 04:01:53.362888+07:00,Hà Nội,159,9.2,44.0,2025-01-28,4,1,Scattered Clouds
2025-01-28 05:01:45.437711+07:00,Hà Nội,105,10.1,38.0,2025-01-28,5,1,Scattered Clouds
2025-01-28 06:01:38.662522+07:00,Hà Nội,88,10.1,32.0,2025-01-28,6,1,Scattered Clouds
2025-01-28 07:04:20.935538+07:00,Hà Nội,82,8.7,30.0,2025-01-28,7,1,New Clouds
2025-01-28 08:28:18.851547+07:00,Hà Nội,86,10.3,27.0,2025-01-28,8,1,Scattered Clouds
2025-01-28 09:20:55.631737+07:00,Hà Nội,90,10.8,26.0,2025-01-28,9,1,Scattered Clouds
2025-01-28 10:02:16.012039+07:00,Hà Nội,90,10.8,26.0,2025-01-28,10,1,Scattered Clouds
2025-01-28 11:01:49.602676+07:00,Hà Nội,96,14.3,19.0,2025-01-28,11,1,Scattered Clouds
2025-01-28 12:01:46.969555+07:00,Hà Nội,97,13.8,18.0,2025-01-28,12,1,Scattered Clouds
2025-01-28 13:01:52.129330+07:00,Hà Nội,92,12.9,18.0,2025-01-28,13,1,Scattered Clouds
2025-01-28 14:01:33.826271+07:00,Hà Nội,86,11.6,18.0,2025-01-28,14,1,Scattered Clouds
2025-01-28 15:01:48.521469+07:00,Hà Nội,90,8.7,19.0,2025-01-28,15,1,Scattered Clouds
2025-01-28 16:01:57.219650+07:00,Hà Nội,85,8.0,19.0,2025-01-28,16,1,Scattered Clouds
2025-01-28 17:01:42.982144+07:00,Hà Nội,92,8.0,19.0,2025-01-28,17,1,Scattered Clouds
2025-01-28 18:01:42.380212+07:00,Hà Nội,94,4.8,20.0,2025-01-28,18,1,Scattered Clouds
2025-01-28 19:01:58.542942+07:00,Hà Nội,97,5.5,22.0,2025-01-28,19,1,Scattered Clouds
2025-01-28 20:05:09.321675+07:00,Hà Nội,117,5.8,26.0,2025-01-28,20,1,Night Clear Sky
2025-01-28 21:01:54.163630+07:00,Hà Nội,154,5.8,26.0,2025-01-28,21,1,Night Clear Sky
2025-01-28 22:01:46.785606+07:00,Hà Nội,161,4.5,26.0,2025-01-28,22,1,Night Clear Sky
2025-01-28 23:01:46.120703+07:00,Hà Nội,170,0.6,29.0,2025-01-28,23,1,Night Clear Sky
2025-01-29 00:01:39.818805+07:00,Hà Nội,186,5.0,33.0,2025-01-29,0,1,Night Clear Sky
2025-01-29 01:01:56.359830+07:00,Hà Nội,187,7.1,39.0,2025-01-29,1,1,Night Clear Sky
2025-01-29 02:01:51.676130+07:00,Hà Nội,201,6.4,45.0,2025-01-29,2,1,Night Clear Sky
2025-01-29 03:01:47.980829+07:00,Hà Nội,218,6.0,31.0,2025-01-29,3,1,Night Few Clouds
2025-01-29 04:01:38.801937+07:00,Hà Nội,220,6.1,33.0,2025-01-29,4,1,Night Clear Sky
2025-01-29 05:01:44.766349+07:00,Hà Nội,210,7.7,35.0,2025-01-29,5,1,Night Few Clouds
2025-01-29 06:01:49.065533+07:00,Hà Nội,200,8.2,36.0,2025-01-29,6,1,Night Few Clouds
2025-01-29 07:04:22.474398+07:00,Hà Nội,210,8.9,38.0,2025-01-29,7,1,Clear Sky
2025-01-29 08:28:22.782378+07:00,Hà Nội,192,9.7,33.0,2025-01-29,8,1,New Clouds
2025-01-29 09:20:39.909993+07:00,Hà Nội,193,9.2,29.0,2025-01-29,9,1,Scattered Clouds
2025-01-29 10:02:22.290157+07:00,Hà Nội,193,9.2,29.0,2025-01-29,10,1,Scattered Clouds
2025-01-29 11:01:38.528124+07:00,Hà Nội,175,7.7,26.0,2025-01-29,11,1,Scattered Clouds
2025-01-29 12:01:42.657015+07:00,Hà Nội,168,5.3,24.0,2025-01-29,12,1,Scattered Clouds
2025-01-29 13:01:45.784667+07:00,Hà Nội,163,1.3,22.0,2025-01-29,13,1,Scattered Clouds
2025-01-29 14:01:37.988794+07:00,Hà Nội,157,3.9,22.0,2025-01-29,14,1,Scattered Clouds
2025-01-29 15:01:52.492729+07:00,Hà Nội,149,6.4,22.0,2025-01-29,15,1,Scattered Clouds
2025-01-29 16:01:48.358924+07:00,Hà Nội,117,7.4,23.0,2025-01-29,16,1,Scattered Clouds
2025-01-29 17:01:46.718047+07:00,Hà Nội,113,7.1,24.0,2025-01-29,17,1,Scattered Clouds
2025-01-29 18:01:35.866560+07:00,Hà Nội,102,6.1,26.0,2025-01-29,18,1,Scattered Clouds
2025-01-29 19:02:00.497123+07:00,Hà Nội,108,6.9,30.0,2025-01-29,19,1,Scattered Clouds
2025-01-29 20:05:19.171793+07:00,Hà Nội,119,11.3,39.0,2025-01-29,20,1,Night Clear Sky
2025-01-29 21:01:37.289726+07:00,Hà Nội,152,11.3,39.0,2025-01-29,21,1,Night Clear Sky
2025-01-29 22:01:43.814326+07:00,Hà Nội,156,13.5,50.0,2025-01-29,22,1,Night Clear Sky
2025-01-29 23:01:54.437861+07:00,Hà Nội,166,10.5,55.0,2025-01-29,23,1,Night Clear Sky
2025-01-30 00:02:02.310459+07:00,Hà Nội,172,10.8,57.0,2025-01-30,0,1,Night Clear Sky
2025-01-30 01:01:49.804865+07:00,Hà Nội,179,10.3,60.0,2025-01-30,1,1,Night Clear Sky
2025-01-30 02:01:22.196338+07:00,Hà Nội,180,10.5,63.0,2025-01-30,2,1,Night Clear Sky
2025-01-30 03:01:41.039848+07:00,Hà Nội,186,8.5,57.0,2025-01-30,3,1,Scattered Clouds
2025-01-30 04:01:36.364301+07:00,Hà Nội,184,9.2,60.0,2025-01-30,4,1,Scattered Clouds
2025-01-30 05:01:46.025266+07:00,Hà Nội,172,8.9,64.0,2025-01-30,5,1,Scattered Clouds
2025-01-30 06:01:53.676995+07:00,Hà Nội,173,8.4,66.0,2025-01-30,6,1,Scattered Clouds
2025-01-30 07:04:11.028503+07:00,Hà Nội,180,7.2,69.0,2025-01-30,7,1,Scattered Clouds
2025-01-30 08:28:11.609326+07:00,Hà Nội,186,7.1,63.0,2025-01-30,8,1,Clear Sky
2025-01-30 09:19:47.252011+07:00,Hà Nội,181,8.2,59.0,2025-01-30,9,1,Scattered Clouds
2025-01-30 10:01:56.575772+07:00,Hà Nội,177,8.2,59.0,2025-01-30,10,1,Scattered Clouds
2025-01-30 11:01:49.538097+07:00,Hà Nội,177,11.3,54.0,2025-01-30,11,1,Scattered Clouds
2025-01-30 12:01:42.455175+07:00,Hà Nội,173,12.7,50.0,2025-01-30,12,1,Scattered Clouds
2025-01-30 13:01:54.364459+07:00,Hà Nội,161,15.0,49.0,2025-01-30,13,1,Scattered Clouds
2025-01-30 14:01:36.180484+07:00,Hà Nội,144,17.4,49.0,2025-01-30,14,1,Scattered Clouds
2025-01-30 15:01:36.923577+07:00,Hà Nội,124,23.2,51.0,2025-01-30,15,1,Scattered Clouds
2025-01-30 16:01:40.110394+07:00,Hà Nội,110,24.1,53.0,2025-01-30,16,1,Scattered Clouds
2025-01-30 17:01:52.897368+07:00,Hà Nội,105,21.4,55.0,2025-01-30,17,1,Scattered Clouds
2025-01-30 18:01:43.592171+07:00,Hà Nội,110,20.3,53.0,2025-01-30,18,1,Scattered Clouds
2025-01-30 19:01:54.729228+07:00,Hà Nội,110,19.2,57.0,2025-01-30,19,1,Scattered Clouds
2025-01-30 20:04:58.569846+07:00,Hà Nội,115,19.5,74.0,2025-01-30,20,1,Night Clear Sky
2025-01-30 21:01:38.340424+07:00,Hà Nội,139,19.5,74.0,2025-01-30,21,1,Night Clear Sky
2025-01-30 22:01:47.337141+07:00,Hà Nội,151,16.4,80.0,2025-01-30,22,1,Night Clear Sky
2025-01-30 23:01:45.544262+07:00,Hà Nội,151,15.6,84.0,2025-01-30,23,1,Night Clear Sky
2025-01-31 00:01:36.921401+07:00,Hà Nội,124,14.6,88.0,2025-01-31,0,1,Night Clear Sky
2025-01-31 01:01:58.358013+07:00,Hà Nội,117,14.0,90.0,2025-01-31,1,1,Night Few Clouds
2025-01-31 02:01:39.059971+07:00,Hà Nội,117,14.3,88.0,2025-01-31,2,1,Scattered Clouds
2025-01-31 03:01:49.660816+07:00,Hà Nội,112,13.7,89.0,2025-01-31,3,1,Scattered Clouds
2025-01-31 04:01:34.374082+07:00,Hà Nội,115,11.9,89.0,2025-01-31,4,1,Scattered Clouds
2025-01-31 05:01:37.105382+07:00,Hà Nội,107,10.9,89.0,2025-01-31,5,1,Scattered Clouds
2025-01-31 06:01:55.703288+07:00,Hà Nội,111,10.5,89.0,2025-01-31,6,1,Scattered Clouds
2025-01-31 07:04:18.997789+07:00,Hà Nội,124,7.1,89.0,2025-01-31,7,1,Scattered Clouds
2025-01-31 08:28:29.383237+07:00,Hà Nội,139,7.1,88.0,2025-01-31,8,1,Scattered Clouds
2025-01-31 09:21:07.186914+07:00,Hà Nội,149,7.7,83.0,2025-01-31,9,1,Scattered Clouds
2025-01-31 10:02:09.817445+07:00,Hà Nội,149,7.7,83.0,2025-01-31,10,1,Scattered Clouds
2025-01-31 11:01:54.780251+07:00,Hà Nội,153,11.1,75.0,2025-01-31,11,1,Scattered Clouds
2025-01-31 12:01:37.188056+07:00,Hà Nội,144,14.6,67.0,2025-01-31,12,1,Scattered Clouds
2025-01-31 13:01:46.251769+07:00,Hà Nội,142,17.2,64.0,2025-01-31,13,1,Scattered Clouds
2025-01-31 14:01:31.972270+07:00,Hà Nội,118,18.2,59.0,2025-01-31,14,1,Scattered Clouds
