timestamp,city,aqi,weather_icon,wind_speed,humidity
2025-01-20T22:53:00.802887+07:00,Hà Nội,237,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,13.7 km/h,47%
2025-01-20T23:00:33.773883+07:00,Hà Nội,237,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,13.7 km/h,47%
2025-01-20T23:03:37.661401+07:00,Hà Nội,237,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,13.7 km/h,47%
2025-01-20T23:11:20.857578+07:00,Hà Nội,235,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,11.6 km/h,49%
2025-01-21T03:03:26.115976+07:00,Hà Nội,256,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,9.2 km/h,55%
2025-01-21T07:11:28.067557+07:00,Hà Nội,263,/dl/web/weather/ic-w-01-clear-sky-full.svg,6.8 km/h,66%
2025-01-21T11:03:42.549216+07:00,Hà Nội,231,/dl/web/weather/ic-w-01-clear-sky-full.svg,10.3 km/h,41%
2025-01-21T14:02:00.876386+07:00,Hà Nội,163,/dl/web/weather/ic-w-01-clear-sky-full.svg,11.3 km/h,29%
2025-01-21T15:01:51.816029+07:00,Hà Nội,158,/dl/web/weather/ic-w-01-clear-sky-full.svg,12.1 km/h,28%
2025-01-21T16:02:03.699974+07:00,Hà Nội,156,/dl/web/weather/ic-w-01-clear-sky-full.svg,14.0 km/h,28%
2025-01-21T17:01:50.023790+07:00,Hà Nội,153,/dl/web/weather/ic-w-01-clear-sky-full.svg,17.2 km/h,29%
2025-01-21T18:01:47.836746+07:00,Hà Nội,153,/dl/web/weather/ic-w-01-clear-sky-full.svg,20.8 km/h,33%
2025-01-21T19:02:15.131836+07:00,Hà Nội,155,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,23.7 km/h,41%
2025-01-21T19:52:28.346453+07:00,Hà Nội,167,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,21.4 km/h,46%
2025-01-21T20:05:27.721865+07:00,Hà Nội,167,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,18.2 km/h,54%
2025-01-21T21:01:59.077873+07:00,Hà Nội,186,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,18.2 km/h,54%
2025-01-21T22:02:00.659032+07:00,Hà Nội,189,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,15.3 km/h,62%
2025-01-21T23:02:00.750603+07:00,Hà Nội,181,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,12.6 km/h,69%
2025-01-22T00:02:00.519044+07:00,Hà Nội,174,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,10.3 km/h,73%
2025-01-22T01:02:00.640241+07:00,Hà Nội,171,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.7 km/h,77%
2025-01-22T02:01:50.207236+07:00,Hà Nội,174,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.4 km/h,80%
2025-01-22T03:01:49.495423+07:00,Hà Nội,173,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.6 km/h,84%
2025-01-22T04:01:53.624724+07:00,Hà Nội,169,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,86%
2025-01-22T05:01:43.764278+07:00,Hà Nội,171,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.7 km/h,87%
2025-01-22T06:01:41.191794+07:00,Hà Nội,183,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.7 km/h,86%
2025-01-22T07:04:27.612424+07:00,Hà Nội,174,/dl/web/weather/ic-w-02-new-clouds-full.svg,6.1 km/h,80%
2025-01-22T11:01:51.501600+07:00,Hà Nội,193,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,6.4 km/h,58%
2025-01-22T12:01:53.881847+07:00,Hà Nội,181,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,5.6 km/h,56%
2025-01-22T13:02:08.484989+07:00,Hà Nội,188,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.9 km/h,52%
2025-01-22T14:01:55.067097+07:00,Hà Nội,197,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,52%
2025-01-22T15:02:03.777692+07:00,Hà Nội,220,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.9 km/h,51%
2025-01-22T16:01:49.175167+07:00,Hà Nội,203,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,49%
2025-01-22T17:01:47.777398+07:00,Hà Nội,184,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.7 km/h,50%
2025-01-22T18:01:35.297766+07:00,Hà Nội,182,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.8 km/h,52%
2025-01-22T19:02:07.049133+07:00,Hà Nội,186,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.4 km/h,56%
2025-01-22T20:05:35.792610+07:00,Hà Nội,176,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,11.4 km/h,66%
2025-01-22T21:01:51.095823+07:00,Hà Nội,174,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,11.4 km/h,66%
2025-01-22T22:01:46.993749+07:00,Hà Nội,175,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,11.6 km/h,70%
2025-01-22T23:01:52.657018+07:00,Hà Nội,161,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,11.3 km/h,76%
2025-01-23T00:02:14.806334+07:00,Hà Nội,159,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,10.5 km/h,80%
2025-01-23T01:01:55.105732+07:00,Hà Nội,157,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.7 km/h,83%
2025-01-23T02:01:50.931771+07:00,Hà Nội,154,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.0 km/h,85%
2025-01-23T03:01:58.220340+07:00,Hà Nội,152,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.9 km/h,88%
2025-01-23T04:01:44.519889+07:00,Hà Nội,153,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.7 km/h,88%
2025-01-23T05:01:54.444121+07:00,Hà Nội,155,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.5 km/h,89%
2025-01-23T06:01:50.961419+07:00,Hà Nội,152,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.0 km/h,90%
2025-01-23T07:04:28.921656+07:00,Hà Nội,151,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.4 km/h,91%
2025-01-23T08:28:21.301951+07:00,Hà Nội,155,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.7 km/h,85%
